label;parent;candidate;chapter
Gaul;place;<https://opentheso.huma-num.fr/?idc=pcrteDmaHe4DKL&idt=th310>,<https://opentheso.huma-num.fr/?idc=108447&idt=th310>,<https://opentheso.huma-num.fr/?idc=108453&idt=th310>,<https://opentheso.huma-num.fr/?idc=105744&idt=th310>,<https://opentheso.huma-num.fr/?idc=108489&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtglvJ4bEDjY&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtLRidhSkMsE&idt=th310>,<https://opentheso.huma-num.fr/?idc=105743&idt=th310>,<https://opentheso.huma-num.fr/?idc=105716&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrt9EYVyoaeDN&idt=th310>,<https://opentheso.huma-num.fr/?idc=105746&idt=th310>,<https://opentheso.huma-num.fr/?idc=105748&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtYX0GbpaHtH&idt=th310>,<https://opentheso.huma-num.fr/?idc=105745&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrt0bHj6bS9dK&idt=th310>,<https://opentheso.huma-num.fr/?idc=105747&idt=th310>,<https://opentheso.huma-num.fr/?idc=105749&idt=th310>;PLINE-10-annoteIPL
ocean;;<https://opentheso.huma-num.fr/?idc=108447&idt=th310>, <https://opentheso.huma-num.fr/?idc=108449&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtJoDNbx7lR0&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtXxfNiFhkST&idt=th310>;PLINE-10-annoteIPL
place;;<https://opentheso.huma-num.fr/?idc=pcrtSxe2PZMWR8&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtjMViY6Mka1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtKjVnonMg0S&idt=th310>, <https://opentheso.huma-num.fr/?idc=107059&idt=th310>, <https://opentheso.huma-num.fr/?idc=105497&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt20EsS32aXe&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtY20DKUZ2AS&idt=th310>;PLINE-10-annoteIPL
Germania;;<https://opentheso.huma-num.fr/?idc=105719&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtPauH7IbOEP&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtttgcal8con&idt=th310>;PLINE-10-annoteIPL
Germania;place;<https://opentheso.huma-num.fr/?idc=105719&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtPauH7IbOEP&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtttgcal8con&idt=th310>;PLINE-10-annoteIPL
ales;;<https://opentheso.huma-num.fr/?idc=pcrtZ4cUs2XDls&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtItMnfHySi0&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtoLokxLWm4N&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrty8pOJTSDcI&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtQuZiT5nYY2&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtIMsuG0RWTs&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrts8SiTTY3Ka&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtySN3dH3oKv&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt2l2q4DKWSm&idt=th310>, <https://opentheso.huma-num.fr/?idc=108375&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrta23FvuKqJw&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrttM3oWb28XX&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtSwwB6hetvN&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtmRPjWUhIEi&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtbME0PA8KDn&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtlgpro7ZkJ6&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtUPQl0dadQ5&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtgG7zDyVQmo&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtybmpzRqqMn&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtA6c6u5nOqA&idt=th310>, <https://opentheso.huma-num.fr/?idc=105213&idt=th310>, <https://opentheso.huma-num.fr/?idc=105587&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtw9Bj1aLvBN&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtbAwx0u8QO9&idt=th310>, <https://opentheso.huma-num.fr/?idc=106610&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtU62NVdJhRb&idt=th310>, <https://opentheso.huma-num.fr/?idc=105534&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtgaH8XYn0Aa&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtu1Srs8qhIX&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtkYAHhanOd1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtDdaWs7Sw7d&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtScJgHyie6m&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtD8ZgmPc9yv&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtNdxim8PdsR&idt=th310>, <https://opentheso.huma-num.fr/?idc=105586&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtVQP2aMvvBs&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt0g0GZxKWtr&idt=th310>, <https://opentheso.huma-num.fr/?idc=107175&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt2GTQwujfcB&idt=th310>;PLINE-10-annoteIPL
ales;ancient class;<https://opentheso.huma-num.fr/?idc=pcrtZ4cUs2XDls&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtItMnfHySi0&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtoLokxLWm4N&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrty8pOJTSDcI&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtQuZiT5nYY2&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtIMsuG0RWTs&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrts8SiTTY3Ka&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtySN3dH3oKv&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrt2l2q4DKWSm&idt=th310>,<https://opentheso.huma-num.fr/?idc=108375&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrta23FvuKqJw&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrttM3oWb28XX&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtSwwB6hetvN&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtmRPjWUhIEi&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtbME0PA8KDn&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtlgpro7ZkJ6&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtUPQl0dadQ5&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtgG7zDyVQmo&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtybmpzRqqMn&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtA6c6u5nOqA&idt=th310>,<https://opentheso.huma-num.fr/?idc=105213&idt=th310>,<https://opentheso.huma-num.fr/?idc=105587&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtw9Bj1aLvBN&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtbAwx0u8QO9&idt=th310>,<https://opentheso.huma-num.fr/?idc=106610&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtU62NVdJhRb&idt=th310>,<https://opentheso.huma-num.fr/?idc=105534&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtgaH8XYn0Aa&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtu1Srs8qhIX&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtkYAHhanOd1&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtDdaWs7Sw7d&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtScJgHyie6m&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtD8ZgmPc9yv&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtNdxim8PdsR&idt=th310>,<https://opentheso.huma-num.fr/?idc=105586&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtVQP2aMvvBs&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrt0g0GZxKWtr&idt=th310>,<https://opentheso.huma-num.fr/?idc=107175&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrt2GTQwujfcB&idt=th310>;PLINE-10-annoteIPL
place;;<https://opentheso.huma-num.fr/?idc=pcrtSxe2PZMWR8&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtjMViY6Mka1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtKjVnonMg0S&idt=th310>, <https://opentheso.huma-num.fr/?idc=107059&idt=th310>, <https://opentheso.huma-num.fr/?idc=105497&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt20EsS32aXe&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtY20DKUZ2AS&idt=th310>;PLINE-10-annoteIPL
place;;<https://opentheso.huma-num.fr/?idc=pcrtSxe2PZMWR8&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtjMViY6Mka1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtKjVnonMg0S&idt=th310>, <https://opentheso.huma-num.fr/?idc=107059&idt=th310>, <https://opentheso.huma-num.fr/?idc=105497&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt20EsS32aXe&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtY20DKUZ2AS&idt=th310>;PLINE-10-annoteIPL
Asia;;<https://opentheso.huma-num.fr/?idc=pcrt4JKQiwBGGY&idt=th310>, <https://opentheso.huma-num.fr/?idc=105775&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrts4WmzQSkMy&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtMi70NbQ1H2&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtlga7ZOUwcx&idt=th310>;PLINE-10-annoteIPL
Asia;place;<https://opentheso.huma-num.fr/?idc=pcrt4JKQiwBGGY&idt=th310>,<https://opentheso.huma-num.fr/?idc=105775&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrts4WmzQSkMy&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtMi70NbQ1H2&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtlga7ZOUwcx&idt=th310>;PLINE-10-annoteIPL
place;;<https://opentheso.huma-num.fr/?idc=pcrtSxe2PZMWR8&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtjMViY6Mka1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtKjVnonMg0S&idt=th310>, <https://opentheso.huma-num.fr/?idc=107059&idt=th310>, <https://opentheso.huma-num.fr/?idc=105497&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt20EsS32aXe&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtY20DKUZ2AS&idt=th310>;PLINE-10-annoteIPL
place;;<https://opentheso.huma-num.fr/?idc=pcrtSxe2PZMWR8&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtjMViY6Mka1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtKjVnonMg0S&idt=th310>, <https://opentheso.huma-num.fr/?idc=107059&idt=th310>, <https://opentheso.huma-num.fr/?idc=105497&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt20EsS32aXe&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtY20DKUZ2AS&idt=th310>;PLINE-10-annoteIPL
place;;<https://opentheso.huma-num.fr/?idc=pcrtSxe2PZMWR8&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtjMViY6Mka1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtKjVnonMg0S&idt=th310>, <https://opentheso.huma-num.fr/?idc=107059&idt=th310>, <https://opentheso.huma-num.fr/?idc=105497&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt20EsS32aXe&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtY20DKUZ2AS&idt=th310>;PLINE-10-annoteIPL
Italy;;<https://opentheso.huma-num.fr/?idc=pcrtB2qQmSnkAM&idt=th310>, <https://opentheso.huma-num.fr/?idc=105757&idt=th310>, <https://opentheso.huma-num.fr/?idc=105718&idt=th310>, <https://opentheso.huma-num.fr/?idc=105763&idt=th310>, <https://opentheso.huma-num.fr/?idc=105761&idt=th310>, <https://opentheso.huma-num.fr/?idc=105762&idt=th310>;PLINE-10-annoteIPL
Italy;place;<https://opentheso.huma-num.fr/?idc=pcrtB2qQmSnkAM&idt=th310>,<https://opentheso.huma-num.fr/?idc=105757&idt=th310>,<https://opentheso.huma-num.fr/?idc=105718&idt=th310>,<https://opentheso.huma-num.fr/?idc=105763&idt=th310>,<https://opentheso.huma-num.fr/?idc=105761&idt=th310>,<https://opentheso.huma-num.fr/?idc=105762&idt=th310>;PLINE-10-annoteIPL
cuisine;;<https://opentheso.huma-num.fr/?idc=pcrtAWMnNe4Z2N&idt=th310>,<https://opentheso.huma-num.fr/?idc=105581&idt=th310>;PLINE-10-annoteIPL
Marcus;historical character;<https://opentheso.huma-num.fr/?idc=105991&idt=th310>,<https://opentheso.huma-num.fr/?idc=105908&idt=th310>,<https://opentheso.huma-num.fr/?idc=108205&idt=th310>,<https://opentheso.huma-num.fr/?idc=108231&idt=th310>,<https://opentheso.huma-num.fr/?idc=108239&idt=th310>,<https://opentheso.huma-num.fr/?idc=108695&idt=th310>,<https://opentheso.huma-num.fr/?idc=108575&idt=th310>,<https://opentheso.huma-num.fr/?idc=106608&idt=th310>,<https://opentheso.huma-num.fr/?idc=105990&idt=th310>;PLINE-10-annoteIPL
Marcus;historical character;<https://opentheso.huma-num.fr/?idc=105991&idt=th310>,<https://opentheso.huma-num.fr/?idc=105908&idt=th310>,<https://opentheso.huma-num.fr/?idc=108205&idt=th310>,<https://opentheso.huma-num.fr/?idc=108231&idt=th310>,<https://opentheso.huma-num.fr/?idc=108239&idt=th310>,<https://opentheso.huma-num.fr/?idc=108695&idt=th310>,<https://opentheso.huma-num.fr/?idc=108575&idt=th310>,<https://opentheso.huma-num.fr/?idc=106608&idt=th310>,<https://opentheso.huma-num.fr/?idc=105990&idt=th310>;PLINE-10-annoteIPL
place;;<https://opentheso.huma-num.fr/?idc=pcrtSxe2PZMWR8&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtjMViY6Mka1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtKjVnonMg0S&idt=th310>, <https://opentheso.huma-num.fr/?idc=107059&idt=th310>, <https://opentheso.huma-num.fr/?idc=105497&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt20EsS32aXe&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtY20DKUZ2AS&idt=th310>;PLINE-10-annoteIPL
Ionia;;<https://opentheso.huma-num.fr/?idc=105734&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtKWtFzvSrVL&idt=th310>, <https://opentheso.huma-num.fr/?idc=105732&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt3b8cerP76j&idt=th310>;PLINE-10-annoteIPL
Ionia;place;<https://opentheso.huma-num.fr/?idc=105734&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtKWtFzvSrVL&idt=th310>,<https://opentheso.huma-num.fr/?idc=105732&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrt3b8cerP76j&idt=th310>;PLINE-10-annoteIPL
place;;<https://opentheso.huma-num.fr/?idc=pcrtSxe2PZMWR8&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtjMViY6Mka1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtKjVnonMg0S&idt=th310>, <https://opentheso.huma-num.fr/?idc=107059&idt=th310>, <https://opentheso.huma-num.fr/?idc=105497&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt20EsS32aXe&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtY20DKUZ2AS&idt=th310>;PLINE-10-annoteIPL
Gaul;;<https://opentheso.huma-num.fr/?idc=pcrteDmaHe4DKL&idt=th310>, <https://opentheso.huma-num.fr/?idc=108447&idt=th310>, <https://opentheso.huma-num.fr/?idc=108453&idt=th310>, <https://opentheso.huma-num.fr/?idc=105744&idt=th310>, <https://opentheso.huma-num.fr/?idc=108489&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtglvJ4bEDjY&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtLRidhSkMsE&idt=th310>, <https://opentheso.huma-num.fr/?idc=105743&idt=th310>, <https://opentheso.huma-num.fr/?idc=105716&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt9EYVyoaeDN&idt=th310>, <https://opentheso.huma-num.fr/?idc=105746&idt=th310>, <https://opentheso.huma-num.fr/?idc=105748&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtYX0GbpaHtH&idt=th310>, <https://opentheso.huma-num.fr/?idc=105745&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt0bHj6bS9dK&idt=th310>, <https://opentheso.huma-num.fr/?idc=105747&idt=th310>, <https://opentheso.huma-num.fr/?idc=105749&idt=th310>;PLINE-10-annoteIPL
Gaul;place;<https://opentheso.huma-num.fr/?idc=pcrteDmaHe4DKL&idt=th310>,<https://opentheso.huma-num.fr/?idc=108447&idt=th310>,<https://opentheso.huma-num.fr/?idc=108453&idt=th310>,<https://opentheso.huma-num.fr/?idc=105744&idt=th310>,<https://opentheso.huma-num.fr/?idc=108489&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtglvJ4bEDjY&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtLRidhSkMsE&idt=th310>,<https://opentheso.huma-num.fr/?idc=105743&idt=th310>,<https://opentheso.huma-num.fr/?idc=105716&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrt9EYVyoaeDN&idt=th310>,<https://opentheso.huma-num.fr/?idc=105746&idt=th310>,<https://opentheso.huma-num.fr/?idc=105748&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtYX0GbpaHtH&idt=th310>,<https://opentheso.huma-num.fr/?idc=105745&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrt0bHj6bS9dK&idt=th310>,<https://opentheso.huma-num.fr/?idc=105747&idt=th310>,<https://opentheso.huma-num.fr/?idc=105749&idt=th310>;PLINE-10-annoteIPL
cuisine;;<https://opentheso.huma-num.fr/?idc=pcrtAWMnNe4Z2N&idt=th310>,<https://opentheso.huma-num.fr/?idc=105581&idt=th310>;PLINE-10-annoteIPL
place;;<https://opentheso.huma-num.fr/?idc=pcrtSxe2PZMWR8&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtjMViY6Mka1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtKjVnonMg0S&idt=th310>, <https://opentheso.huma-num.fr/?idc=107059&idt=th310>, <https://opentheso.huma-num.fr/?idc=105497&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt20EsS32aXe&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtY20DKUZ2AS&idt=th310>;PLINE-10-annoteIPL
Alps;;<https://opentheso.huma-num.fr/?idc=107848&idt=th310>, <https://opentheso.huma-num.fr/?idc=107852&idt=th310>;PLINE-10-annoteIPL
Alps;place;<https://opentheso.huma-num.fr/?idc=107848&idt=th310>,<https://opentheso.huma-num.fr/?idc=107852&idt=th310>;PLINE-10-annoteIPL
relative;size;<https://opentheso.huma-num.fr/?idc=105272&idt=th310>,<https://opentheso.huma-num.fr/?idc=105375&idt=th310>,<https://opentheso.huma-num.fr/?idc=105168&idt=th310>;PLINE-10-annoteIPL
relative;size;<https://opentheso.huma-num.fr/?idc=105272&idt=th310>,<https://opentheso.huma-num.fr/?idc=105375&idt=th310>,<https://opentheso.huma-num.fr/?idc=105168&idt=th310>;PLINE-10-annoteIPL
cuisine;;<https://opentheso.huma-num.fr/?idc=pcrtAWMnNe4Z2N&idt=th310>,<https://opentheso.huma-num.fr/?idc=105581&idt=th310>;PLINE-10-annoteIPL
relative;size;<https://opentheso.huma-num.fr/?idc=105272&idt=th310>,<https://opentheso.huma-num.fr/?idc=105375&idt=th310>,<https://opentheso.huma-num.fr/?idc=105168&idt=th310>;PLINE-10-annoteIPL
relative;size;<https://opentheso.huma-num.fr/?idc=105272&idt=th310>,<https://opentheso.huma-num.fr/?idc=105375&idt=th310>,<https://opentheso.huma-num.fr/?idc=105168&idt=th310>;PLINE-10-annoteIPL
cuisine;;<https://opentheso.huma-num.fr/?idc=pcrtAWMnNe4Z2N&idt=th310>,<https://opentheso.huma-num.fr/?idc=105581&idt=th310>;PLINE-10-annoteIPL
place;;<https://opentheso.huma-num.fr/?idc=pcrtSxe2PZMWR8&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtjMViY6Mka1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtKjVnonMg0S&idt=th310>, <https://opentheso.huma-num.fr/?idc=107059&idt=th310>, <https://opentheso.huma-num.fr/?idc=105497&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt20EsS32aXe&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtY20DKUZ2AS&idt=th310>;PLINE-10-annoteIPL
Alps;;<https://opentheso.huma-num.fr/?idc=107848&idt=th310>, <https://opentheso.huma-num.fr/?idc=107852&idt=th310>;PLINE-10-annoteIPL
Alps;place;<https://opentheso.huma-num.fr/?idc=107848&idt=th310>,<https://opentheso.huma-num.fr/?idc=107852&idt=th310>;PLINE-10-annoteIPL
place;;<https://opentheso.huma-num.fr/?idc=pcrtSxe2PZMWR8&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtjMViY6Mka1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtKjVnonMg0S&idt=th310>, <https://opentheso.huma-num.fr/?idc=107059&idt=th310>, <https://opentheso.huma-num.fr/?idc=105497&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt20EsS32aXe&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtY20DKUZ2AS&idt=th310>;PLINE-10-annoteIPL
Egypt;;<https://opentheso.huma-num.fr/?idc=pcrtHkghFgZsm5&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrthXXh88hk3L&idt=th310>, <https://opentheso.huma-num.fr/?idc=105996&idt=th310>, <https://opentheso.huma-num.fr/?idc=107834&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtM6FrOydySh&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtQMHETt6xbd&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt2BDKjpw0Vt&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtVI8YSX3OEW&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtjzFLasV5Rz&idt=th310>, <https://opentheso.huma-num.fr/?idc=105705&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrteTmxQqHW7Z&idt=th310>, <https://opentheso.huma-num.fr/?idc=105670&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt1VRd5ZcUUi&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtbnSR4wmy5f&idt=th310>;PLINE-10-annoteIPL
Egypt;place;<https://opentheso.huma-num.fr/?idc=pcrtHkghFgZsm5&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrthXXh88hk3L&idt=th310>,<https://opentheso.huma-num.fr/?idc=105996&idt=th310>,<https://opentheso.huma-num.fr/?idc=107834&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtM6FrOydySh&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtQMHETt6xbd&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrt2BDKjpw0Vt&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtVI8YSX3OEW&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtjzFLasV5Rz&idt=th310>,<https://opentheso.huma-num.fr/?idc=105705&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrteTmxQqHW7Z&idt=th310>,<https://opentheso.huma-num.fr/?idc=105670&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrt1VRd5ZcUUi&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtbnSR4wmy5f&idt=th310>;PLINE-10-annoteIPL
place;;<https://opentheso.huma-num.fr/?idc=pcrtSxe2PZMWR8&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtjMViY6Mka1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtKjVnonMg0S&idt=th310>, <https://opentheso.huma-num.fr/?idc=107059&idt=th310>, <https://opentheso.huma-num.fr/?idc=105497&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt20EsS32aXe&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtY20DKUZ2AS&idt=th310>;PLINE-10-annoteIPL
Italy;;<https://opentheso.huma-num.fr/?idc=pcrtB2qQmSnkAM&idt=th310>, <https://opentheso.huma-num.fr/?idc=105757&idt=th310>, <https://opentheso.huma-num.fr/?idc=105718&idt=th310>, <https://opentheso.huma-num.fr/?idc=105763&idt=th310>, <https://opentheso.huma-num.fr/?idc=105761&idt=th310>, <https://opentheso.huma-num.fr/?idc=105762&idt=th310>;PLINE-10-annoteIPL
Italy;place;<https://opentheso.huma-num.fr/?idc=pcrtB2qQmSnkAM&idt=th310>,<https://opentheso.huma-num.fr/?idc=105757&idt=th310>,<https://opentheso.huma-num.fr/?idc=105718&idt=th310>,<https://opentheso.huma-num.fr/?idc=105763&idt=th310>,<https://opentheso.huma-num.fr/?idc=105761&idt=th310>,<https://opentheso.huma-num.fr/?idc=105762&idt=th310>;PLINE-10-annoteIPL
place;;<https://opentheso.huma-num.fr/?idc=pcrtSxe2PZMWR8&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtjMViY6Mka1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtKjVnonMg0S&idt=th310>, <https://opentheso.huma-num.fr/?idc=107059&idt=th310>, <https://opentheso.huma-num.fr/?idc=105497&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt20EsS32aXe&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtY20DKUZ2AS&idt=th310>;PLINE-10-annoteIPL
river;;<https://opentheso.huma-num.fr/?idc=107834&idt=th310>, <https://opentheso.huma-num.fr/?idc=105766&idt=th310>, <https://opentheso.huma-num.fr/?idc=107816&idt=th310>, <https://opentheso.huma-num.fr/?idc=105759&idt=th310>, <https://opentheso.huma-num.fr/?idc=107844&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtuqSj7zzidD&idt=th310>, <https://opentheso.huma-num.fr/?idc=105752&idt=th310>, <https://opentheso.huma-num.fr/?idc=105745&idt=th310>, <https://opentheso.huma-num.fr/?idc=105738&idt=th310>, <https://opentheso.huma-num.fr/?idc=105771&idt=th310>, <https://opentheso.huma-num.fr/?idc=107806&idt=th310>;PLINE-10-annoteIPL
