annotation;text;concept;chapter
climate;cum per caelum licuit;https://opentheso.huma-num.fr/?idc=105640&idt=th310;PLINE-11-annotéIPL
good weather;cum per caelum licuit;https://opentheso.huma-num.fr/?idc=107529&idt=th310;PLINE-11-annotéIPL
work;exeunt ad opera et labores, nullusque, cum per caelum licuit, otio perit dies;https://opentheso.huma-num.fr/?idc=107519&idt=th310;PLINE-11-annotéIPL
animal product;ceram fingunt;https://opentheso.huma-num.fr/?idc=105544&idt=th310;PLINE-11-annotéIPL
wax;ceram fingunt;https://opentheso.huma-num.fr/?idc=107360&idt=th310;PLINE-11-annotéIPL
offspring;dein subolem;https://opentheso.huma-num.fr/?idc=105371&idt=th310;PLINE-11-annotéIPL
animal product;postea mella;https://opentheso.huma-num.fr/?idc=105544&idt=th310;PLINE-11-annotéIPL
honey;postea mella;https://opentheso.huma-num.fr/?idc=pcrtsPauzzRS5z&idt=th310;PLINE-11-annotéIPL
wax;ceram ex floribus;https://opentheso.huma-num.fr/?idc=107360&idt=th310;PLINE-11-annotéIPL
flower;ceram ex floribus;https://opentheso.huma-num.fr/?idc=107531&idt=th310;PLINE-11-annotéIPL
willow;salicis;https://opentheso.huma-num.fr/?idc=107540&idt=th310;PLINE-11-annotéIPL
elm;ulmi;https://opentheso.huma-num.fr/?idc=107542&idt=th310;PLINE-11-annotéIPL
reed;harundinis;https://opentheso.huma-num.fr/?idc=106580&idt=th310;PLINE-11-annotéIPL
propolis;melliginem e lacrimis arborum quae glutinum pariunt, salicis, ulmi, [[15]]  harundinis suco, cummi, resina;https://opentheso.huma-num.fr/?idc=107536&idt=th310;PLINE-11-annotéIPL
resin;e lacrimis arborum quae glutinum pariunt, salicis, ulmi, [[15]]  harundinis suco, cummi, resina;https://opentheso.huma-num.fr/?idc=pcrtrxL50B7yNx&idt=th310;PLINE-11-annotéIPL
bug;contra aliarum bestiolarum aviditates;https://opentheso.huma-num.fr/?idc=107912&idt=th310;PLINE-11-annotéIPL
size;contra aliarum bestiolarum aviditates;https://opentheso.huma-num.fr/?idc=105270&idt=th310;PLINE-11-annotéIPL
self defense;his primum alvum ipsam intus <in> totum ut quodam tectorio inlinunt et aliis amarioribus sucis contra aliarum bestiolarum aviditates, id se facturas consciae quod concupisci possit;https://opentheso.huma-num.fr/?idc=105849&idt=th310;PLINE-11-annotéIPL
intelligence;id se facturas consciae quod concupisci possit;https://opentheso.huma-num.fr/?idc=105427&idt=th310;PLINE-11-annotéIPL
self defense;isdem fores quoque latiores circumstruunt;https://opentheso.huma-num.fr/?idc=105849&idt=th310;PLINE-11-annotéIPL
commosis;fundamenta commosin;https://opentheso.huma-num.fr/?idc=107544&idt=th310;PLINE-11-annotéIPL
pissoceros;secunda <p>issoceron;https://opentheso.huma-num.fr/?idc=107546&idt=th310;PLINE-11-annotéIPL
medical use of animal product;Prima fundamenta commosin vocant periti, secunda <p>issoceron, tertia propolin, inter coria cerasque, magni ad medicamina usus.;https://opentheso.huma-num.fr/?idc=105585&idt=th310;PLINE-11-annotéIPL
propolis;Prima fundamenta commosin vocant periti, secunda <p>issoceron, tertia propolin, inter coria cerasque, magni ad medicamina usus.;https://opentheso.huma-num.fr/?idc=107536&idt=th310;PLINE-11-annotéIPL
commosis;commosis crusta est prima, saporis amari.;https://opentheso.huma-num.fr/?idc=107544&idt=th310;PLINE-11-annotéIPL
pitch;picantium modo;https://opentheso.huma-num.fr/?idc=pcrtc6RmFQxFuS&idt=th310;PLINE-11-annotéIPL
wax;dilutior cera;https://opentheso.huma-num.fr/?idc=107360&idt=th310;PLINE-11-annotéIPL
pissoceros;<p>issoceros super eam venit, picantium modo, ceu dilutior cera.;https://opentheso.huma-num.fr/?idc=107546&idt=th310;PLINE-11-annotéIPL
vine;vitium;https://opentheso.huma-num.fr/?idc=pcrtihlJWfvH4v&idt=th310;PLINE-11-annotéIPL
poplar;populorumque;https://opentheso.huma-num.fr/?idc=107548&idt=th310;PLINE-11-annotéIPL
resin;vitium populorumque mitiore cummi propolis;https://opentheso.huma-num.fr/?idc=pcrtrxL50B7yNx&idt=th310;PLINE-11-annotéIPL
flower;crassioris iam materiae additis floribus;https://opentheso.huma-num.fr/?idc=107531&idt=th310;PLINE-11-annotéIPL
wax;nondum tamen cera;https://opentheso.huma-num.fr/?idc=107360&idt=th310;PLINE-11-annotéIPL
cold;omnes frigoris;https://opentheso.huma-num.fr/?idc=105645&idt=th310;PLINE-11-annotéIPL
source;Prima fundamenta commosin vocant periti, secunda <p>issoceron, tertia propolin, inter coria cerasque, magni ad medicamina usus. commosis crusta est prima, saporis amari. <p>issoceros super eam venit, picantium modo, ceu dilutior cera. e vitium populorumque mitiore cummi propolis, crassioris iam materiae additis floribus, nondum tamen cera, sed favorum stabilimentum, qua omnes frigoris aut iniuriae aditus obstruuntur;https://opentheso.huma-num.fr/?idc=105299&idt=th310;PLINE-11-annotéIPL
intellectual authority;Prima fundamenta commosin vocant periti, secunda <p>issoceron, tertia propolin, inter coria cerasque, magni ad medicamina usus. commosis crusta est prima, saporis amari. <p>issoceros super eam venit, picantium modo, ceu dilutior cera. e vitium populorumque mitiore cummi propolis, crassioris iam materiae additis floribus, nondum tamen cera, sed favorum stabilimentum, qua omnes frigoris aut iniuriae aditus obstruuntur;https://opentheso.huma-num.fr/?idc=105301&idt=th310;PLINE-11-annotéIPL
undefined author/s;Prima fundamenta commosin vocant periti, secunda <p>issoceron, tertia propolin, inter coria cerasque, magni ad medicamina usus. commosis crusta est prima, saporis amari. <p>issoceros super eam venit, picantium modo, ceu dilutior cera. e vitium populorumque mitiore cummi propolis, crassioris iam materiae additis floribus, nondum tamen cera, sed favorum stabilimentum, qua omnes frigoris aut iniuriae aditus obstruuntur;https://opentheso.huma-num.fr/?idc=105818&idt=th310;PLINE-11-annotéIPL
galbanum;pro galbano;https://opentheso.huma-num.fr/?idc=107550&idt=th310;PLINE-11-annotéIPL
propolis;e vitium populorumque mitiore cummi propolis, crassioris iam materiae additis floribus, nondum tamen cera, sed favorum stabilimentum, qua omnes frigoris aut iniuriae aditus obstruuntur, odore et ipsa etiamnu<m> gravi, ut qua plerique pro galbano utantur;https://opentheso.huma-num.fr/?idc=107536&idt=th310;PLINE-11-annotéIPL
house building;"primum favos construunt, ceram fingunt, hoc est domos cellasque faciunt, dein subolem, postea mella, ceram ex floribus, melliginem e lacrimis arborum quae glutinum pariunt, salicis, ulmi, [[15]]  harundinis suco, cummi, resina. his primum alvum ipsam intus <in> totum ut quodam tectorio inlinunt et aliis amarioribus sucis contra aliarum bestiolarum aviditates, id se facturas consciae quod concupisci possit; isdem fores quoque latiores circumstruunt. [[16]]  Prima fundamenta commosin vocant periti, secunda <p>issoceron, tertia propolin, inter coria cerasque, magni ad medicamina usus. commosis crusta est prima, saporis amari. <p>issoceros super eam venit, picantium modo, ceu dilutior cera. e vitium populorumque mitiore cummi propolis, crassioris iam materiae additis floribus, nondum tamen cera, sed favorum stabilimentum, qua omnes frigoris aut iniuriae aditus obstruuntur, odore et ipsa etiamnu<m> gravi, ut qua plerique pro galbano utantur.";https://opentheso.huma-num.fr/?idc=105466&idt=th310;PLINE-11-annotéIPL
hive;"primum favos construunt, ceram fingunt, hoc est domos cellasque faciunt, dein subolem, postea mella, ceram ex floribus, melliginem e lacrimis arborum quae glutinum pariunt, salicis, ulmi, [[15]]  harundinis suco, cummi, resina. his primum alvum ipsam intus <in> totum ut quodam tectorio inlinunt et aliis amarioribus sucis contra aliarum bestiolarum aviditates, id se facturas consciae quod concupisci possit; isdem fores quoque latiores circumstruunt. [[16]]  Prima fundamenta commosin vocant periti, secunda <p>issoceron, tertia propolin, inter coria cerasque, magni ad medicamina usus. commosis crusta est prima, saporis amari. <p>issoceros super eam venit, picantium modo, ceu dilutior cera. e vitium populorumque mitiore cummi propolis, crassioris iam materiae additis floribus, nondum tamen cera, sed favorum stabilimentum, qua omnes frigoris aut iniuriae aditus obstruuntur, odore et ipsa etiamnu<m> gravi, ut qua plerique pro galbano utantur.";https://opentheso.huma-num.fr/?idc=105470&idt=th310;PLINE-11-annotéIPL
work;dum operantur;https://opentheso.huma-num.fr/?idc=107519&idt=th310;PLINE-11-annotéIPL
nourishment;hic erit apium dum operantur cibus, qui saepe invenitur in favorum inanitatibus sepositus, et ipse amari saporis;https://opentheso.huma-num.fr/?idc=105246&idt=th310;PLINE-11-annotéIPL
spring;rore verno;https://opentheso.huma-num.fr/?idc=105655&idt=th310;PLINE-11-annotéIPL
tree;capit<ur> i<n> fici<s> minor;https://opentheso.huma-num.fr/?idc=107538&idt=th310;PLINE-11-annotéIPL
fig tree;capit<ur> i<n> fici<s> minor;https://opentheso.huma-num.fr/?idc=107558&idt=th310;PLINE-11-annotéIPL
wind;capit<ur> i<n> fici<s> minor;https://opentheso.huma-num.fr/?idc=105642&idt=th310;PLINE-11-annotéIPL
North wind;aquilonibus melior et rubens;https://opentheso.huma-num.fr/?idc=107033&idt=th310;PLINE-11-annotéIPL
Greece;in Graecis;https://opentheso.huma-num.fr/?idc=105721&idt=th310;PLINE-11-annotéIPL
almond-tree;plurimus in Graecis nucibus;https://opentheso.huma-num.fr/?idc=107560&idt=th310;PLINE-11-annotéIPL
flower;florem;https://opentheso.huma-num.fr/?idc=107531&idt=th310;PLINE-11-annotéIPL
sandarac;convehitur erithace, quam aliqui sandaracam, alii cerinthum vocant. hic erit apium dum operantur cibus, qui saepe invenitur in favorum inanitatibus sepositus, et ipse amari saporis. gignitur autem rore verno et arborum suco cummium modo, capit<ur> i<n> fici<s> minor, austri flatu nigrior, aquilonibus melior et rubens, plurimus in Graecis nucibus. Menecrates florem esse dicit, sed nemo praeter eum;https://opentheso.huma-num.fr/?idc=107552&idt=th310;PLINE-11-annotéIPL
intellectual authority;Menecrates florem esse dicit, sed nemo praeter eum.;https://opentheso.huma-num.fr/?idc=105301&idt=th310;PLINE-11-annotéIPL
Menecrates of Ephesus;Menecrates florem esse dicit, sed nemo praeter eum.;https://opentheso.huma-num.fr/?idc=107562&idt=th310;PLINE-11-annotéIPL
undefined author/s;Menecrates florem esse dicit, sed nemo praeter eum.;https://opentheso.huma-num.fr/?idc=105818&idt=th310;PLINE-11-annotéIPL
flower;floribus;https://opentheso.huma-num.fr/?idc=107531&idt=th310;PLINE-11-annotéIPL
sorrel;rumice;https://opentheso.huma-num.fr/?idc=107564&idt=th310;PLINE-11-annotéIPL
echinopus;echinopode;https://opentheso.huma-num.fr/?idc=107566&idt=th310;PLINE-11-annotéIPL
honey;cum in Hispania multa in spartariis mella herbam eam sapiant;https://opentheso.huma-num.fr/?idc=pcrtsPauzzRS5z&idt=th310;PLINE-11-annotéIPL
Spanish broom;falso excipitur et spartum, quippe cum in Hispania multa in spartariis mella herbam eam sapiant.;https://opentheso.huma-num.fr/?idc=107568&idt=th310;PLINE-11-annotéIPL
gregarious;plurima examina;https://opentheso.huma-num.fr/?idc=105457&idt=th310;PLINE-11-annotéIPL
olive tree;falso et oleas excipi arbitror, quippe olivae proventu plurima examina gigni certum est;https://opentheso.huma-num.fr/?idc=pcrteZDglJiqWF&idt=th310;PLINE-11-annotéIPL
wax;"Ceras ex omnium arborum satorumque floribus confingunt excepta rumice et echinopode; herbarum haec genera. falso excipitur et spartum, quippe cum in Hispania multa in spartariis mella herbam eam sapiant. falso et oleas excipi arbitror, quippe olivae proventu plurima examina gigni certum est.";https://opentheso.huma-num.fr/?idc=107360&idt=th310;PLINE-11-annotéIPL
destructive capacity;fructibus nullis nocetur;https://opentheso.huma-num.fr/?idc=106947&idt=th310;PLINE-11-annotéIPL
scavenger;mortuis [[19]] ne floribus quidem, non modo corporibus, insidunt.;https://opentheso.huma-num.fr/?idc=105952&idt=th310;PLINE-11-annotéIPL
territory;operantur intra LX p. et subinde consumptis in proximo floribus speculatores ad pabula ulteriora mittunt.;https://opentheso.huma-num.fr/?idc=108391&idt=th310;PLINE-11-annotéIPL
nighttime;noctu deprehensae in expeditione excubant supinae, ut alas a rore protegant;https://opentheso.huma-num.fr/?idc=105651&idt=th310;PLINE-11-annotéIPL
sleep;noctu deprehensae in expeditione excubant supinae, ut alas a rore protegant;https://opentheso.huma-num.fr/?idc=105255&idt=th310;PLINE-11-annotéIPL
cold;ut alas a rore protegant;https://opentheso.huma-num.fr/?idc=105645&idt=th310;PLINE-11-annotéIPL
humidity;ut alas a rore protegant;https://opentheso.huma-num.fr/?idc=105647&idt=th310;PLINE-11-annotéIPL
wing;ut alas a rore protegant;https://opentheso.huma-num.fr/?idc=105865&idt=th310;PLINE-11-annotéIPL
historical character;amore earum captos Aristomachum Solensem duodesexaginta annis nihil aliud egisse;https://opentheso.huma-num.fr/?idc=105806&idt=th310;PLINE-11-annotéIPL
intellectual authority;amore earum captos Aristomachum Solensem duodesexaginta annis nihil aliud egisse;https://opentheso.huma-num.fr/?idc=105301&idt=th310;PLINE-11-annotéIPL
anecdote;Aristomachum Solensem duodesexaginta annis nihil aliud egisse;https://opentheso.huma-num.fr/?idc=105320&idt=th310;PLINE-11-annotéIPL
zootechnical profession;ne quis miretur amore earum captos Aristomachum Solensem duodesexaginta annis nihil aliud egisse, <Ph>iliscum vero Thasium in desertis apes colentem Agrium cognominatum, qui ambo scripsere de <i>is.;https://opentheso.huma-num.fr/?idc=105323&idt=th310;PLINE-11-annotéIPL
beekeeper;ne quis miretur amore earum captos Aristomachum Solensem duodesexaginta annis nihil aliud egisse, <Ph>iliscum vero Thasium in desertis apes colentem Agrium cognominatum, qui ambo scripsere de <i>is.;https://opentheso.huma-num.fr/?idc=105312&idt=th310;PLINE-11-annotéIPL
morning;quies in matutinum;https://opentheso.huma-num.fr/?idc=107043&idt=th310;PLINE-11-annotéIPL
comparison with human behaviour and qualities;statio ad portas more castrorum, quies in matutinum, donec una excitet gemino aut triplici bombo ut bucino aliquo;https://opentheso.huma-num.fr/?idc=105409&idt=th310;PLINE-11-annotéIPL
army;statio ad portas more castrorum, quies in matutinum, donec una excitet gemino aut triplici bombo ut bucino aliquo;https://opentheso.huma-num.fr/?idc=107574&idt=th310;PLINE-11-annotéIPL
sound;donec una excitet gemino aut triplici bombo ut bucino aliquo;https://opentheso.huma-num.fr/?idc=105250&idt=th310;PLINE-11-annotéIPL
flying;tunc universae provolant;https://opentheso.huma-num.fr/?idc=105383&idt=th310;PLINE-11-annotéIPL
good weather;si dies mitis futurus est;https://opentheso.huma-num.fr/?idc=107529&idt=th310;PLINE-11-annotéIPL
wind;ventos;https://opentheso.huma-num.fr/?idc=105642&idt=th310;PLINE-11-annotéIPL
rain;imbresque;https://opentheso.huma-num.fr/?idc=105643&idt=th310;PLINE-11-annotéIPL
anticipation capacity;"si dies mitis futurus est. praedivinant enim ventos imbresque, <cum> se continent tectis; itaque temperie caeli <oti>um hoc inter praescita habent";https://opentheso.huma-num.fr/?idc=107004&idt=th310;PLINE-11-annotéIPL
gregarious;cum agmen ad opera processit;https://opentheso.huma-num.fr/?idc=105457&idt=th310;PLINE-11-annotéIPL
foot;aliae flores adgerunt pedibus;https://opentheso.huma-num.fr/?idc=105155&idt=th310;PLINE-11-annotéIPL
flower;aliae flores adgerunt pedibus;https://opentheso.huma-num.fr/?idc=107531&idt=th310;PLINE-11-annotéIPL
nourishment;aliae flores adgerunt pedibus;https://opentheso.huma-num.fr/?idc=105246&idt=th310;PLINE-11-annotéIPL
herbivorous;aliae flores adgerunt pedibus;https://opentheso.huma-num.fr/?idc=105341&idt=th310;PLINE-11-annotéIPL
mouth;aliae aquam ore;https://opentheso.huma-num.fr/?idc=105131&idt=th310;PLINE-11-annotéIPL
water;aliae aquam ore [[21]]  guttasque lanugine totius corporis;https://opentheso.huma-num.fr/?idc=107576&idt=th310;PLINE-11-annotéIPL
thirst;aliae aquam ore [[21]]  guttasque lanugine totius corporis;https://opentheso.huma-num.fr/?idc=105345&idt=th310;PLINE-11-annotéIPL
hair;lanugine totius corporis;https://opentheso.huma-num.fr/?idc=105173&idt=th310;PLINE-11-annotéIPL
youth;quibus est earum adulescentia, ad opera exeunt et supra dicta convehunt;https://opentheso.huma-num.fr/?idc=105798&idt=th310;PLINE-11-annotéIPL
old age;seniores intus operantur;https://opentheso.huma-num.fr/?idc=105293&idt=th310;PLINE-11-annotéIPL
hind leg;femina onerant propter id natura scabra;https://opentheso.huma-num.fr/?idc=105153&idt=th310;PLINE-11-annotéIPL
rough skin;femina onerant propter id natura scabra;https://opentheso.huma-num.fr/?idc=107053&idt=th310;PLINE-11-annotéIPL
face;pedes priores rostro;https://opentheso.huma-num.fr/?idc=106018&idt=th310;PLINE-11-annotéIPL
solidarity;exci [[22]] piunt eas ternae quaternae, quae exonerant;https://opentheso.huma-num.fr/?idc=105498&idt=th310;PLINE-11-annotéIPL
house building;aliae struunt;https://opentheso.huma-num.fr/?idc=105466&idt=th310;PLINE-11-annotéIPL
hygiene;aliae poliunt;https://opentheso.huma-num.fr/?idc=105911&idt=th310;PLINE-11-annotéIPL
teamwork;"cum agmen ad opera processit, aliae flores adgerunt pedibus, aliae aquam ore [[21]]  guttasque lanugine totius corporis. quibus est earum adulescentia, ad opera exeunt et supra dicta convehunt, seniores intus operantur. quae flores comportant, prioribus pedibus femina onerant propter id natura scabra, pedes priores rostro, totaeque onustae remeant sarcina pandatae. exci [[22]] piunt eas ternae quaternae, quae exonerant. sunt enim intus quoque officia divisa: aliae struunt, aliae poliunt, aliae suggerunt, aliae cibum comparant ex eo quod adlatum est; neque enim separatim vescuntur, ne inaequalitas operis et cibi fiat et temporis";https://opentheso.huma-num.fr/?idc=105447&idt=th310;PLINE-11-annotéIPL
social organisation;"cum agmen ad opera processit, aliae flores adgerunt pedibus, aliae aquam ore [[21]]  guttasque lanugine totius corporis. quibus est earum adulescentia, ad opera exeunt et supra dicta convehunt, seniores intus operantur. quae flores comportant, prioribus pedibus femina onerant propter id natura scabra, pedes priores rostro, totaeque onustae remeant sarcina pandatae. exci [[22]] piunt eas ternae quaternae, quae exonerant. sunt enim intus quoque officia divisa: aliae struunt, aliae poliunt, aliae suggerunt, aliae cibum comparant ex eo quod adlatum est; neque enim separatim vescuntur, ne inaequalitas operis et cibi fiat et temporis";https://opentheso.huma-num.fr/?idc=105458&idt=th310;PLINE-11-annotéIPL
